chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	lrtAllPValue	lrtAllIsFdr	lrtPrimateBrPValue	lrtPrimateBrIsFdr	lrtPrimateClPValue	lrtPrimateClIsFdr	lrtRodentBrPValue	lrtRodentBrIsFdr	lrtRodentClPValue	lrtRodentClIsFdr	lrtHumanPValue	lrtHumanIsFdr	lrtChimpPValue	lrtChimpIsFdr	lrtHominidPValue	lrtHominidIsFdr	lrtMacaquePValue	lrtMacaqueIsFdr	bestHist	bestHistPP	nextBestHist	nextBestHistPP
chr8	27936752	27987846	knownGene.uc003xgm.1.1	400	-	27936752	27987846	255	18	146,91,137,109,139,158,165,134,106,90,19,176,210,231,223,109,105,43,	0,3645,5949,6993,7926,10223,17734,22210,24190,32648,34941,37109,41205,44197,44899,46227,46935,51051,	0.2756	0	2	0	2	0	2	0	2	0	0.0363106	0	1	0	2	0	2	0	0	0	0	0
chr8	27689831	27690542	knownGene.uc003xgh.1.1.inc	400	+	27689831	27690542	255	1	711,	0,	0.00756	0	0.447465	0	1	0	2	0	2	0	0.499436	0	1	0	0.466809	0	0.358131	0	0	0	0	0
chr8	27150279	27157157	knownGene.uc003xfk.1.1	0	-	27150279	27157157	0	5	60,192,209,96,13,	0,3125,4208,5551,6865,	1	0	1	0	0.499202	0	0.17901	0	1	0	1	0	1	0	1	0	0.410021	0	0	0	0	0
chr8	26304695	26323845	knownGene.uc003xey.1.1	0	+	26304695	26323845	0	5	164,73,104,150,49,	0,3967,16737,16964,19101,	1	0	2	0	0.480302	0	2	0	2	0	1	0	1	0	0.499023	0	0.420274	0	0	0	0	0
chr8	25397493	25420967	knownGene.uc003xer.1.1.inc	0	+	25397493	25420967	0	6	150,79,89,138,172,1025,	0,1698,3185,4491,19312,22449,	1	0	2	0	0.471312	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr8	25222333	25286115	knownGene.uc003xeh.1.1.inc	0	+	25222333	25286115	0	24	25,126,125,99,73,104,184,98,90,101,135,112,71,107,137,96,99,95,79,101,59,155,86,124,	0,1506,8106,10677,12079,14947,16463,23350,23702,25195,27338,31976,32838,33500,36574,42830,50062,54146,55725,57969,59291,59670,60655,63658,	1	0	0.485842	0	1	0	1	0	1	0	0.484369	0	1	0	0.256939	0	1	0	0	0	0	0
chr8	24395676	24414272	knownGene.uc003xec.1.1.inc	0	+	24395676	24414272	0	11	38,85,131,175,90,196,103,187,81,79,80,	0,3003,4913,6885,8525,9629,10221,10769,16962,17904,18516,	1	0	0.195114	0	0.225503	0	0.222151	0	0.356584	0	1	0	0.192547	0	1	0	0.465251	0	0	0	0	0
chr8	23594726	23596074	knownGene.uc003xdu.1.1.inc	0	-	23594726	23596074	0	2	371,13,	0,1335,	0.48137	0	2	0	1	0	2	0	1	0	1	0	0.432802	0	1	0	1	0	0	0	0	0
chr8	23487072	23487414	knownGene.uc003xds.1.1	1000	+	23487072	23487414	16711680	1	342,	0,	6.20643e-05	1	2	0	2	0	2	0	2	0	0.349316	0	0.432355	0	2	0	2	0	501	0.17	366	0.11
chr8	23203711	23209480	knownGene.uc003xdf.1.1.inc	0	+	23203711	23209480	0	5	216,173,71,96,56,	0,1107,3049,4515,5713,	0.22472	0	2	0	0.477116	0	2	0	2	0	0.393114	0	0.48912	0	1	0	0.493183	0	0	0	0	0
chr8	22908041	22930927	knownGene.uc003xcp.1.1	0	+	22908041	22930927	0	10	56,202,104,186,1019,119,151,89,106,218,	0,9841,10788,11376,12144,13409,15954,20106,21054,22668,	0.19996	0	2	0	0.249991	0	2	0	1	0	1	0	1	0	0.477778	0	1	0	0	0	0	0
chr8	22494122	22502779	knownGene.uc003xbx.1.1.inc	0	+	22494122	22502779	0	6	33,152,70,146,79,24,	0,714,4156,4352,4656,8633,	0.1125	0	1	0	0.471523	0	0.23266	0	0.134064	0	0.498618	0	0.47384	0	0.492666	0	0.472729	0	0	0	0	0
chr8	22266551	22268963	knownGene.uc003xbo.1.1	0	+	22266551	22268963	0	3	119,108,157,	0,1177,2255,	1	0	2	0	1	0	1	0	0.492842	0	0.498738	0	1	0	2	0	2	0	0	0	0	0
chr8	21980983	21993656	knownGene.uc003xal.1.1.inc	0	+	21980983	21993656	0	8	156,45,100,57,153,125,106,20,	0,1489,1892,2354,2655,4799,6203,12653,	0.32033	0	2	0	1	0	1	0	0.46745	0	1	0	0.498618	0	2	0	2	0	0	0	0	0
chr8	21822767	21824285	knownGene.uc003wzz.1.1	0	-	21822767	21824285	0	2	621,156,	0,1362,	0.15672	0	2	0	0.487199	0	0.192327	0	1	0	0.466222	0	1	0	2	0	2	0	0	0	0	0
chr8	21595069	21701617	knownGene.uc003wzv.1.1	0	-	21595069	21701617	0	8	123,54,173,141,110,355,84,40,	0,1186,9527,11707,12654,57310,93360,106508,	1	0	1	0	0.429401	0	1	0	1	0	0.494954	0	1	0	1	0	1	0	0	0	0	0
chr8	20151512	20156972	knownGene.uc003wzs.1.1	400	-	20151512	20156972	255	4	213,252,804,345,	0,390,3060,5115,	1	0	1	0	0.451939	0	0.0118752	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr8	17838952	17854848	knownGene.uc003wyg.1.1.inc	0	+	17838952	17854848	0	6	216,270,171,178,110,90,	0,1576,2527,10022,13451,15806,	1	0	1	0	1	0	0.1407	0	1	0	1	0	1	0	0.476111	0	0.491188	0	0	0	0	0
chr8	13468967	13469735	knownGene.uc003wwp.1.1.inc	0	+	13468967	13469735	0	1	768,	0,	0.11002	0	2	0	2	0	2	0	2	0	0.477572	0	1	0	2	0	2	0	0	0	0	0
chr8	11888897	11891169	knownGene.uc003wux.1.1	0	-	11888897	11891169	0	2	143,58,	0,2214,	0.14414	0	2	0	1	0	2	0	2	0	0.489208	0	0.497743	0	1	0	1	0	0	0	0	0
chr8	11868875	11869496	knownGene.uc003wuv.1.1.inc	400	-	11868875	11869496	255	2	161,34,	0,587,	0.27685	0	0.0105404	0	1	0	2	0	2	0	1	0	1	0	0.474158	0	1	0	0	0	0	0
chr8	11643838	11653393	knownGene.uc003wub.1.1	400	+	11643838	11653393	255	5	165,126,88,149,183,	0,1190,6125,8014,9372,	0.04756	0	0.487001	0	1	0	1	0	0.487124	0	1	0	1	0	0.353249	0	0.449622	0	0	0	0	0
chr8	10102808	10323232	knownGene.uc003wsy.1.1	0	+	10102808	10323232	0	5	13,120,105,107,165,	0,37215,93645,111994,220259,	1	0	2	0	1	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr8	8214036	8271993	knownGene.uc003wsh.1.1.inc	400	-	8214036	8271993	255	4	192,752,158,821,	0,8599,20367,57136,	0.21719	0	1	0	0.015797	0	0.497354	0	1	0	0.416724	0	0.492623	0	1	0	0.187163	0	0	0	0	0
chr8	8213234	8213549	knownGene.uc003wsg.1.1	1000	-	8213234	8213549	16711680	1	315,	0,	0.00014	1	2	0	0.0749095	0	2	0	2	0	1	0	1	0	0.0146071	0	0.188282	0	501	0.25	366	0.16
chr8	7885346	7892453	knownGene.uc003wse.1.1	400	-	7885346	7892453	255	2	206,58,	0,7049,	0.40656	0	2	0	2	0	2	0	2	0	0.00157902	0	0.320048	0	2	0	2	0	0	0	0	0
chr8	6348029	6407863	knownGene.uc003wqk.1.1	0	-	6348029	6407863	0	9	161,131,167,102,128,233,122,156,288,	0,5831,10577,11576,16763,18077,24454,29231,59546,	1	0	2	0	1	0	2	0	0.490645	0	1	0	0.472735	0	0.451004	0	1	0	0	0	0	0
chr8	2802673	3241228	knownGene.uc003wqc.1.1.inc	0	-	2802673	3241228	0	46	63,74,174,174,180,177,183,174,189,174,174,174,195,186,189,147,114,81,146,178,189,210,117,70,119,105,97,125,204,96,114,117,195,188,139,192,203,127,192,157,170,189,216,117,189,106,	0,3396,4721,5477,8030,8825,15372,16706,20867,40266,42213,60732,71574,94717,129352,133771,148783,149973,150858,152413,160654,184720,193652,200152,204414,223365,230124,231142,232167,241969,243867,247759,256752,261510,265984,272295,326399,349950,350567,385549,390247,401407,409287,411509,429749,438449,	1	0	0.36482	0	1	0	0.193522	0	1	0	2	0	2	0	2	0	0.479349	0	0	0	0	0
chr8	1795534	1839078	knownGene.uc003wpt.1.1	0	+	1795534	1839078	0	12	223,67,77,57,164,115,107,78,180,117,93,225,	0,4408,6564,9232,16609,22673,25639,33607,34431,36371,38471,43319,	0.48546	0	2	0	2	0	2	0	2	0	1	0	0.216124	0	2	0	2	0	0	0	0	0
chr8	185270	186242	knownGene.uc003wou.1.1.inc	0	+	185270	186242	0	1	972,	0,	0.25722	0	2	0	1	0	2	0	2	0	0.498507	0	0.497015	0	0.487462	0	0.45368	0	0	0	0	0
chr7	158219658	158246992	knownGene.uc003woa.1.1	0	-	158219658	158246992	0	13	46,50,106,132,99,374,150,87,75,63,96,90,45,	0,215,1296,2841,4816,7316,9322,13987,15442,18574,25279,25851,27289,	1	0	1	0	1	0	0.483937	0	0.402918	0	1	0	0.456216	0	1	0	1	0	0	0	0	0
chr7	156655758	156693336	knownGene.uc003wng.1.1.inc	0	+	156655758	156693336	0	10	147,116,158,154,221,152,188,87,158,179,	0,4615,8386,11214,11804,13574,16530,31417,37094,37399,	0.36699	0	2	0	0.153088	0	2	0	0.144185	0	0.472805	0	0.496568	0	0.466609	0	1	0	0	0	0	0
chr7	156491031	156492092	knownGene.uc003wnc.1.1.inc	0	-	156491031	156492092	0	2	297,159,	0,902,	0.24823	0	2	0	0.489252	0	2	0	2	0	0.494164	0	0.494985	0	2	0	2	0	0	0	0	0
chr7	155150664	155186389	knownGene.uc003wme.1.1.inc	0	+	155150664	155186389	0	5	44,49,77,319,162,	0,7657,13398,15380,35563,	1	0	1	0	1	0	0.0885386	0	0.447349	0	1	0	0.490611	0	0.479434	0	0.484471	0	0	0	0	0
chr7	154988523	154994493	knownGene.uc003wmc.1.1	400	-	154988523	154994493	255	3	38,97,144,	0,3952,5826,	0.46878	0	1	0	1	0	0.0400033	0	0.492183	0	0.352324	0	1	0	1	0	1	0	0	0	0	0
chr7	154493676	154493916	knownGene.uc003wlt.1.1.inc	0	-	154493676	154493916	0	1	240,	0,	1	0	0.496859	0	1	0	0.495666	0	1	0	1	0	0.482616	0	0.347918	0	0.499436	0	0	0	0	0
chr7	151474736	151505265	knownGene.uc003wky.1.1.inc	0	-	151474736	151505265	0	17	17,1120,108,140,250,137,179,148,142,165,210,1710,233,64,79,112,1057,	0,1314,4181,4723,5986,7291,7548,9191,9486,11042,12144,15398,20427,22467,24545,27412,29472,	0.19304	0	2	0	1	0	2	0	2	0	0.403077	0	0.338909	0	0.481829	0	1	0	0	0	0	0
chr7	151330877	151347762	knownGene.uc003wkq.1.1.inc	0	+	151330877	151347762	0	4	104,118,150,99,	0,4967,11784,16786,	0.41063	0	2	0	0.272466	0	2	0	1	0	0.462122	0	0.217708	0	2	0	2	0	0	0	0	0
chr7	150709711	150737497	knownGene.uc003wkb.1.1.inc	0	-	150709711	150737497	0	6	54,104,136,421,142,52,	0,185,3395,14083,18407,27734,	1	0	2	0	1	0	0.312808	0	0.0726345	0	1	0	0.474312	0	2	0	2	0	0	0	0	0
chr7	150504131	150515742	knownGene.uc003wjn.1.1	0	-	150504131	150515742	0	5	186,114,520,268,271,	0,451,4827,10280,11340,	0.38195	0	1	0	1	0	1	0	0.337118	0	2	0	2	0	2	0	1	0	0	0	0	0
chr7	150462425	150471963	knownGene.uc003wjj.1.1	0	+	150462425	150471963	0	7	163,138,155,91,223,256,207,	0,5573,7492,7757,8006,8935,9331,	1	0	1	0	0.492285	0	0.483306	0	1	0	0.499436	0	1	0	0.46526	0	0.493277	0	0	0	0	0
chr7	150400039	150404387	knownGene.uc003wiv.1.1	0	+	150400039	150404387	0	8	117,255,90,167,254,170,174,81,	0,2019,2379,2655,3235,3586,3993,4267,	0.3258	0	2	0	1	0	2	0	2	0	1	0	1	0	0.499023	0	1	0	0	0	0	0
chr7	150361697	150372163	knownGene.uc003wil.1.1.inc	0	+	150361697	150372163	0	14	240,156,95,106,162,86,98,106,34,137,95,134,148,173,	0,595,827,1046,1903,2204,2395,2866,6590,6820,7150,7421,8283,10293,	0.33982	0	0.483947	0	1	0	0.0834586	0	0.112263	0	1	0	1	0	1	0	1	0	0	0	0	0
chr7	150119551	150124590	knownGene.uc003whv.1.1	400	-	150119551	150124590	255	5	93,120,228,57,204,	0,525,1557,2013,4835,	0.10324	0	0.00168144	0	0.487149	0	0.25284	0	0.0929155	0	0.497123	0	1	0	1	0	1	0	0	0	0	0
chr7	150048094	150048853	knownGene.uc003whp.1.1.inc	0	+	150048094	150048853	0	1	759,	0,	1	0	2	0	1	0	2	0	1	0	0.498872	0	1	0	2	0	2	0	0	0	0	0
chr7	149577070	149621423	knownGene.uc003wgu.1.1.inc	0	-	149577070	149621423	0	5	6,93,174,144,90,	0,35704,37318,40401,44263,	1	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr7	149053397	149061880	knownGene.uc003wgb.1.1.inc	0	+	149053397	149061880	0	7	115,174,153,195,141,105,653,	0,513,3149,4772,5053,6297,7830,	1	0	0.0777156	0	1	0	1	0	1	0	1	0	0.478556	0	0.187878	0	1	0	0	0	0	0
chr7	148526372	148541847	knownGene.uc003wfn.1.1	0	+	148526372	148541847	0	6	405,127,120,120,114,122,	0,8348,9003,12237,14010,15353,	0.35719	0	1	0	1	0	0.473473	0	1	0	0.488661	0	0.45299	0	0.482076	0	1	0	0	0	0	0
chr7	148398447	148402450	knownGene.uc003wfi.1.1	400	-	148398447	148402450	255	2	2051,40,	0,3963,	1	0	0.115022	0	1	0	1	0	0.0057355	0	1	0	0.4901	0	0.49316	0	0.0960841	0	0	0	0	0
chr7	148381704	148382073	knownGene.uc003wfg.1.1	0	+	148381704	148382073	0	1	369,	0,	0.19952	0	2	0	2	0	2	0	2	0	0.0654659	0	1	0	2	0	2	0	0	0	0	0
chr7	147711867	147743641	knownGene.uc003wev.1.1	0	+	147711867	147743641	0	3	46,81,200,	0,25548,31574,	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0
chr7	143457231	143457978	knownGene.uc003wdy.1.1.inc	400	+	143457231	143457978	255	1	747,	0,	0.03791	0	2	0	0.297291	0	2	0	2	0	0.000135617	0	0.387432	0	1	0	1	0	0	0	0	0
chr7	143423133	143424066	knownGene.uc003wdw.1.1	0	+	143423133	143424066	0	1	933,	0,	0.22713	0	2	0	0.432681	0	2	0	2	0	0.46766	0	0.30768	0	2	0	2	0	0	0	0	0
chr7	143402245	143403178	knownGene.uc003wdv.1.1	0	+	143402245	143403178	0	1	933,	0,	0.21099	0	2	0	0.448536	0	2	0	2	0	1	0	0.499436	0	0.329078	0	0.352466	0	0	0	0	0
chr7	142850760	142851531	knownGene.uc003wdb.1.1.inc	0	+	142850760	142851531	0	1	771,	0,	1	0	2	0	0.223384	0	2	0	0.36518	0	0.346435	0	0.197397	0	0.072625	0	0.499436	0	0	0	0	0
chr7	142629389	142630169	knownGene.uc003wch.1.1.inc	400	+	142629389	142630169	255	1	780,	0,	0.39382	0	0.231384	0	0.451236	0	1	0	0.0313224	0	1	0	1	0	0.499436	0	1	0	0	0	0	0
chr7	142590732	142591551	knownGene.uc003wcg.1.1.inc	400	+	142590732	142591551	255	1	819,	0,	0.03216	0	2	0	0.493518	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr7	142469702	142470545	knownGene.uc003wce.1.1	400	-	142469702	142470545	255	1	843,	0,	0.04906	0	2	0	0.00790003	0	2	0	2	0	2	0	2	0	2	0	0.00433581	0	0	0	0	0
chr7	142459559	142460501	knownGene.uc003wcd.1.1	0	+	142459559	142460501	0	1	942,	0,	0.29597	0	2	0	1	0	2	0	2	0	0.273745	0	0.228805	0	0.292207	0	1	0	0	0	0	0
chr7	142332835	142340564	knownGene.uc003wbz.1.1.inc	0	-	142332835	142340564	0	8	123,147,176,99,138,123,98,14,	0,2469,3072,3403,3809,4439,4730,7715,	0.17413	0	2	0	2	0	2	0	2	0	0.367127	0	0.49671	0	2	0	2	0	0	0	0	0
chr7	142271107	142278779	knownGene.uc003wbr.1.1	400	+	142271107	142278779	255	16	100,65,781,156,357,125,163,115,53,120,248,174,150,194,156,109,	0,403,738,2244,2729,3250,3675,4377,4766,5010,5261,5741,6584,6981,7297,7563,	1	0	0.0327092	0	1	0	0.342593	0	1	0	1	0	0.484338	0	0.480726	0	1	0	0	0	0	0
chr7	142220431	142221064	knownGene.uc003wbp.1.1.inc	0	-	142220431	142221064	0	2	257,10,	0,623,	0.21397	0	1	0	1	0	1	0	0.127152	0	1	0	0.476138	0	1	0	1	0	0	0	0	0
chr7	142108117	142108530	knownGene.uc003wae.1.1.inc	400	+	142108117	142108530	255	2	16,260,	0,153,	0.05065	0	0.0390676	0	0.491297	0	0.463177	0	0.133331	0	0.496962	0	1	0	0.105871	0	1	0	0	0	0	0
chr7	142102827	142103226	knownGene.uc003wab.1.1.inc	400	+	142102827	142103226	255	2	16,254,	0,145,	0.02789	0	2	0	1	0	2	0	2	0	0.263224	0	1	0	0.4963	0	1	0	0	0	0	0
chr7	142058349	142058607	knownGene.uc003waa.1.1.inc	0	+	142058349	142058607	0	1	258,	0,	1	0	2	0	1	0	2	0	2	0	1	0	1	0	0.0934384	0	1	0	0	0	0	0
chr7	142007595	142008003	knownGene.uc003vzo.1.1.inc	0	+	142007595	142008003	0	2	16,260,	0,148,	0.44836	0	0.141018	0	1	0	1	0	0.49691	0	1	0	1	0	0.494219	0	1	0	0	0	0	0
chr7	142004323	142004883	knownGene.uc003vzn.1.1.inc	0	+	142004323	142004883	0	2	28,260,	0,300,	0.38036	0	2	0	0.293908	0	2	0	2	0	0.435972	0	0.219534	0	0.110939	0	0.493397	0	0	0	0	0
chr7	141981639	141982037	knownGene.uc003vzm.1.1.inc	0	+	141981639	141982037	0	2	16,257,	0,141,	1	0	0.389375	0	0.388336	0	0.459122	0	0.498307	0	0.344501	0	0.131378	0	0.480858	0	1	0	0	0	0	0
chr7	141976564	141976935	knownGene.uc003vzl.1.1.inc	0	+	141976564	141976935	0	2	16,269,	0,102,	0.31076	0	2	0	0.498307	0	2	0	2	0	1	0	1	0	1	0	0.488917	0	0	0	0	0
chr7	141969621	141969994	knownGene.uc003vzk.1.1.inc	400	+	141969621	141969994	255	2	16,257,	0,116,	0.02933	0	2	0	0.182556	0	2	0	0.0104234	0	1	0	1	0	1	0	0.295671	0	0	0	0	0
chr7	141952430	141952809	knownGene.uc003vzj.1.1.inc	0	+	141952430	141952809	0	2	16,263,	0,116,	0.13316	0	2	0	2	0	2	0	0.105084	0	2	0	2	0	2	0	2	0	0	0	0	0
chr7	141943505	141943869	knownGene.uc003vzf.1.1.inc	400	+	141943505	141943869	255	2	16,257,	0,107,	0.00897	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr7	141933011	141933242	knownGene.uc003vze.1.1.inc	400	+	141933011	141933242	255	1	231,	0,	0.04332	0	2	0	0.470851	0	2	0	2	0	1	0	0.235038	0	0.48745	0	0.496132	0	0	0	0	0
chr7	141917926	141918328	knownGene.uc003vzb.1.1.inc	400	+	141917926	141918328	255	2	16,260,	0,142,	0.0446	0	2	0	2	0	2	0	2	0	0.312277	0	0.342325	0	2	0	2	0	0	0	0	0
chr7	141868572	141868971	knownGene.uc003vyu.1.1.inc	400	+	141868572	141868971	255	2	16,260,	0,139,	0.0085	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr7	141851060	141851458	knownGene.uc003vyr.1.1.inc	400	+	141851060	141851458	255	2	16,260,	0,138,	0.01475	0	2	0	2	0	2	0	2	0	0.204731	0	0.115147	0	2	0	2	0	0	0	0	0
chr7	141819477	141819992	knownGene.uc003vyl.1.1	1000	+	141819477	141819992	16711680	3	49,288,2,	0,141,513,	0.00057	1	2	0	2	0	2	0	2	0	0.0212877	0	0.496477	0	2	0	2	0	511	0.23	471	0.16
chr7	141802453	141802824	knownGene.uc003vyk.1.1.inc	0	+	141802453	141802824	0	2	16,263,	0,108,	0.09492	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr7	141793493	141793872	knownGene.uc003vyj.1.1.inc	0	+	141793493	141793872	0	2	16,257,	0,122,	0.14506	0	2	0	1	0	2	0	2	0	0.475886	0	0.49563	0	1	0	1	0	0	0	0	0
chr7	141776186	141776557	knownGene.uc003vyi.1.1.inc	0	+	141776186	141776557	0	2	16,254,	0,117,	0.18949	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr7	141768427	141768806	knownGene.uc003vyh.1.1.inc	0	+	141768427	141768806	0	2	16,257,	0,122,	0.19557	0	2	0	2	0	2	0	2	0	0.485108	0	1	0	2	0	2	0	0	0	0	0
chr7	141760436	141760844	knownGene.uc003vyf.1.1.inc	400	+	141760436	141760844	255	2	16,260,	0,148,	0.01658	0	2	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr7	141752882	141753271	knownGene.uc003vyd.1.1.inc	0	+	141752882	141753271	0	2	16,263,	0,126,	0.09174	0	2	0	2	0	2	0	2	0	0.360475	0	1	0	2	0	2	0	0	0	0	0
chr7	141667411	141667814	knownGene.uc003vxi.1.1.inc	400	+	141667411	141667814	255	2	16,260,	0,143,	0.0073	0	2	0	2	0	2	0	2	0	0.385559	0	1	0	2	0	2	0	0	0	0	0
chr7	141659563	141659946	knownGene.uc003vxg.1.1.inc	1000	+	141659563	141659946	16711680	2	16,257,	0,126,	0.00065	1	2	0	2	0	2	0	2	0	1	0	0.414409	0	2	0	2	0	511	0.1	501	0.1
chr7	141654939	141655328	knownGene.uc003vxf.1.1.inc	400	+	141654939	141655328	255	2	16,257,	0,132,	0.31974	0	0.300889	0	0.0131288	0	1	0	0.493718	0	0.279795	0	0.413827	0	0.281096	0	0.0160738	0	0	0	0	0
chr7	141647341	141647705	knownGene.uc003vxe.1.1.inc	400	+	141647341	141647705	255	2	16,260,	0,104,	0.01452	0	2	0	0.0188296	0	2	0	0.0391099	0	0.487771	0	1	0	0.166905	0	0.0450179	0	0	0	0	0
chr7	141463142	141490169	knownGene.uc003vwz.1.1	400	+	141463142	141490169	255	12	106,80,124,110,155,172,100,113,126,132,99,132,	0,3428,14074,14644,15057,17107,19667,20559,21668,23928,24147,26895,	0.05048	0	0.0232442	0	0.218604	0	0.474448	0	0.0413335	0	1	0	1	0	0.461657	0	1	0	0	0	0	0
chr7	141055195	141073713	knownGene.uc003vwn.1.1.inc	0	+	141055195	141073713	0	10	174,197,46,173,122,147,108,86,171,141,	0,5282,7295,10145,12008,14207,15014,15263,16099,18377,	0.21048	0	2	0	1	0	2	0	2	0	0.493718	0	1	0	0.287779	0	1	0	0	0	0	0
chr7	139893094	139948429	knownGene.uc003vvx.1.1.inc	0	-	139893094	139948429	0	11	114,78,70,110,188,51,94,201,122,128,758,	0,8810,11317,12882,20260,21937,22819,26982,38763,40827,54577,	0.3603	0	2	0	0.404959	0	2	0	2	0	1	0	0.433198	0	1	0	1	0	0	0	0	0
chr7	139800785	139818273	knownGene.uc003vvs.1.1	0	-	139800785	139818273	0	7	213,139,111,215,227,230,122,	0,578,1273,2135,4490,5190,17366,	0.38965	0	2	0	1	0	2	0	1	0	0.493325	0	0.388902	0	1	0	1	0	0	0	0	0
chr7	139681680	139689806	knownGene.uc003vvn.1.1	0	-	139681680	139689806	0	2	93,126,	0,8000,	1	0	1	0	0.112912	0	1	0	1	0	0.497966	0	0.495778	0	0.42174	0	1	0	0	0	0	0
chr7	139370972	139401006	knownGene.uc003vvk.1.1.inc	0	-	139370972	139401006	0	9	182,152,131,76,97,142,196,124,76,	0,1493,2572,3909,9531,13011,16940,22180,29958,	1	0	0.461386	0	0.490476	0	1	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr7	138908212	139063298	knownGene.uc003vvf.1.1	0	-	138908212	139063298	0	14	471,161,248,282,180,143,122,208,163,185,87,120,124,1082,	0,2201,10890,23790,27490,31154,40275,41359,47474,53674,56026,58238,58675,154004,	1	0	2	0	0.491747	0	2	0	2	0	1	0	0.495348	0	0.486509	0	1	0	0	0	0	0
chr7	138733887	138757626	knownGene.uc003vva.1.1	0	+	138733887	138757626	0	8	96,111,144,177,92,30,192,178,	0,3535,7042,8572,10961,13949,18936,23561,	1	0	0.484646	0	1	0	1	0	0.490443	0	0.496962	0	0.49671	0	1	0	1	0	0	0	0	0
chr7	138594582	138611437	knownGene.uc003vuv.1.1	0	+	138594582	138611437	0	8	74,490,71,130,119,114,144,55,	0,1955,7036,10097,13025,14000,14634,16800,	1	0	1	0	0.0619889	0	0.27323	0	1	0	1	0	1	0	0.497889	0	1	0	0	0	0	0
chr7	138173190	138239008	knownGene.uc003vul.1.1	0	-	138173190	138239008	0	13	255,146,158,47,318,154,224,206,116,197,185,178,135,	0,2227,6411,14318,23234,30070,31633,33252,41633,43483,56437,61050,65683,	1	0	0.499436	0	1	0	2	0	2	0	1	0	1	0	1	0	0.434791	0	0	0	0	0
chr7	138133236	138138354	knownGene.uc003vui.1.1	0	+	138133236	138138354	0	3	235,72,170,	0,3375,4948,	0.06758	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr7	137217756	137251293	knownGene.uc003vtv.1.1.inc	0	-	137217756	137251293	0	9	158,127,100,69,59,147,185,88,171,	0,2524,2932,18883,21488,23231,25781,30520,33366,	1	0	2	0	1	0	2	0	2	0	0.447387	0	0.484543	0	2	0	2	0	0	0	0	0
chr7	135043397	135062784	knownGene.uc003vtc.1.1	0	-	135043397	135062784	0	3	141,129,99,	0,13285,19288,	1	0	1	0	0.495558	0	0.279386	0	1	0	0.494589	0	0.495451	0	1	0	1	0	0	0	0	0
chr7	134698176	134773619	knownGene.uc003vst.1.1	0	-	134698176	134773619	0	10	302,498,250,58,134,126,102,87,198,174,	0,31033,32749,35284,47628,50600,51443,52288,59268,75269,	1	0	1	0	1	0	1	0	0.175331	0	0.481235	0	0.474355	0	0.367268	0	0.444386	0	0	0	0	0
chr7	134575849	134590493	knownGene.uc003vsq.1.1.inc	0	+	134575849	134590493	0	7	159,76,85,27,286,74,88,	0,2223,2768,4745,5859,11238,14556,	1	0	2	0	0.47918	0	2	0	1	0	0.497815	0	1	0	1	0	0.451171	0	0	0	0	0
chr7	131824725	131843857	knownGene.uc003vrc.1.1.inc	0	-	131824725	131843857	0	2	48,1053,	0,18079,	1	0	1	0	0.490344	0	1	0	0.491426	0	1	0	0.492623	0	0.361041	0	1	0	0	0	0	0
chr7	130798520	130822962	knownGene.uc003vqu.1.1	0	+	130798520	130822962	0	5	143,115,140,103,57,	0,1072,3054,7620,24385,	0.35592	0	0.496568	0	1	0	0.460407	0	1	0	1	0	0.477508	0	1	0	1	0	0	0	0	0
chr7	129628946	129631129	knownGene.uc003vpo.1.1.inc	400	-	129628946	129631129	255	4	221,132,59,80,	0,661,1917,2103,	1	0	1	0	0.488208	0	0.157077	0	0.0109414	0	0.497674	0	1	0	0.496215	0	0.493976	0	0	0	0	0
chr7	128795571	128854122	knownGene.uc003vov.1.1	0	+	128795571	128854122	0	17	57,109,144,101,103,95,107,117,64,89,71,95,99,69,79,121,7,	0,11146,20561,21139,28727,31795,34884,36602,37341,37883,40981,45099,54345,56379,56568,57948,58544,	1	0	1	0	0.498307	0	0.492931	0	1	0	1	0	0.494738	0	1	0	0.494029	0	0	0	0	0
